seed,row_id,true_label,margin_equal_weight,delta_bound_l1,delta_actual_linf,prediction_changed,provably_invariant_by_bound,provably_invariant_by_actual
42,29,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,30,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,31,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,32,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,33,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,34,DoS/DDoS,0.9999962823097417,0.0002886252952486734,7.541122171161874e-10,False,True,True
42,35,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,36,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,37,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,38,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,39,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,40,Bot,0.964043239578327,0.007088203687236533,2.402493557524671e-05,False,True,True
42,41,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,42,DoS/DDoS,0.9365910102987048,0.0002722907561960586,1.472829264548281e-06,False,True,True
42,43,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,44,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,45,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,46,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,47,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,48,Brute Force,0.9971392015863845,0.0003831643985455213,6.203795037684756e-07,False,True,True
42,49,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,50,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,51,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,52,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,53,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,54,Normal,0.9981775974405993,0.00017312693824922398,2.588904522982105e-07,False,True,True
42,55,Brute Force,0.9924998019702053,0.000588240758205183,1.7848438902401398e-06,False,True,True
42,56,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,57,Normal,0.8648499240370121,0.0037951766567417278,5.570211833720584e-05,False,True,True
42,58,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,59,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,60,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,61,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,62,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,63,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,64,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,65,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,66,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,67,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,68,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,69,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,70,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,71,Normal,0.7906856410916866,0.0030497564380878583,5.474980879344171e-05,False,True,True
42,72,Normal,0.9983296839299314,0.000137318947680376,2.3064051376544235e-08,False,True,True
42,73,Normal,0.9656178708893242,0.0004438493001677202,3.199941263964945e-06,False,True,True
42,74,Normal,0.5253272851716929,0.009060033149570795,0.00022050413929705637,False,True,True
42,75,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,76,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,77,DoS/DDoS,0.9969313737714094,0.00022872133652351856,2.3873070916467787e-07,False,True,True
42,78,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,79,Normal,0.98828841033538,0.0002536968331202649,9.534065761754393e-07,False,True,True
42,80,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,81,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,82,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,83,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,84,Normal,0.5939028793211227,0.031598474048092184,0.0011920356947579258,False,True,True
42,85,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,86,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,87,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,88,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,89,DoS/DDoS,0.9999962823097417,0.0002886252952486734,7.541122171161874e-10,False,True,True
42,90,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,91,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,92,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,93,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,94,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,95,Brute Force,0.3037234685226623,0.00027769501689250964,8.096665100376654e-06,False,True,True
42,96,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,97,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,98,Normal,0.9960646999097473,0.00016189857836812482,4.5264589021432045e-07,False,True,True
42,99,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,100,Bot,0.964043239578327,0.007088203687236533,2.402493557524671e-05,False,True,True
42,101,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,102,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,103,Normal,0.9922257298367145,0.00017217565093982645,6.035582349461777e-07,False,True,True
42,104,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,105,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,106,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,107,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,108,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,109,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,110,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,111,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,112,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,113,DoS/DDoS,0.9999031409076674,0.0002906126412123011,1.2159503293140972e-08,False,True,True
42,114,Bot,0.9998633139381234,0.0011144568115137032,1.1412820910550181e-08,False,True,True
42,115,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,116,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,117,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,118,DoS/DDoS,0.952728122320805,0.0003917949848027402,1.0668170077332562e-06,False,True,True
42,119,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,120,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,121,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,122,DoS/DDoS,0.9974868186999994,0.0003134488620898379,1.3242744672224173e-07,False,True,True
42,123,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,124,Bot,0.9438875106266795,0.007604078864196395,1.775901599099239e-05,False,True,True
42,125,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,126,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,127,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,128,DoS/DDoS,0.9878196950278281,0.00039611635935679623,1.7313174667851067e-06,False,True,True
42,129,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,130,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,131,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,132,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,133,Normal,0.5337425991460251,0.025165783904619876,0.0003709698491657365,False,True,True
42,134,Normal,0.9888194214217702,0.00021320253232001707,8.355548771765697e-07,False,True,True
42,135,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,136,Web Attack,0.46329705870463617,0.01252630623401485,0.0004384623268522958,False,True,True
42,137,Web Attack,0.05117365663785417,0.005025825337540674,0.00033816216485949013,False,True,True
42,138,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,139,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,140,Normal,0.9941564437229331,0.0001686522216720332,3.188535787623792e-07,False,True,True
42,141,Normal,0.9974626598373868,0.00014766509121719174,2.396357092759871e-07,False,True,True
42,142,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,143,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,144,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,145,Bot,1.0,0.0011178474125454474,0.0,False,True,True
42,146,Normal,0.499635322673481,0.006410523155733233,2.4031079164418823e-05,False,True,True
42,147,Normal,0.9671992661893662,0.00037064240604392507,3.814057495289333e-06,False,True,True
42,148,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,149,Normal,0.9950000000000001,0.0001454736610410623,1.0164043102219716e-07,False,True,True
42,150,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,151,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,152,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,153,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,154,Brute Force,0.34514937999650497,0.00010890368462482258,1.67684794039058e-06,False,True,True
42,155,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,156,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,157,DoS/DDoS,0.999964227069754,0.000289719759390239,5.764468025365541e-10,False,True,True
42,158,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,159,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,160,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,161,Normal,0.9796267995156794,0.0003554822348121045,2.8707614342371457e-06,False,True,True
42,162,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,163,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,164,DoS/DDoS,0.9975050103786414,0.00031295153191235325,1.3309934688101634e-07,False,True,True
42,165,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,166,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,167,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,168,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,169,Normal,0.9646301976276629,0.0003279423623928912,4.4857916932095065e-06,False,True,True
42,170,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,171,Brute Force,0.998225663899069,0.00036180660755577576,6.563947845320255e-08,False,True,True
42,172,Normal,0.9975168864586683,0.0001391935627633456,3.875318182176325e-08,False,True,True
42,173,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,174,Normal,0.9999195085675403,0.00013363980918135177,1.055626802706495e-09,False,True,True
42,175,DoS/DDoS,0.9999857623461885,0.00028939311396203315,2.894953388121735e-09,False,True,True
42,176,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,177,Normal,0.9999714749926065,0.00013337684384784332,3.804575456888771e-09,False,True,True
42,178,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,179,Web Attack,0.6578732037247177,0.014720873775806748,1.3793125436839526e-05,False,True,True
42,180,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,181,Brute Force,0.03303674207608531,0.00027254373447641034,9.669563175440654e-06,False,True,True
42,182,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,183,Brute Force,0.7538691903893395,0.000753545725076521,2.1757785938908425e-06,False,True,True
42,184,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,185,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,186,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,187,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,188,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,189,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,190,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,191,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,192,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,193,Normal,0.9728829134612289,0.00024158632355678056,3.4031352543623106e-07,False,True,True
42,194,Normal,0.9860470624833026,0.00027115882447423245,2.7718683760238026e-07,False,True,True
42,195,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,196,DoS/DDoS,0.9985136120178449,0.0002984810013972605,6.07224339699286e-08,False,True,True
42,197,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,198,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,199,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,200,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,201,Web Attack,0.2864668470609626,0.0002248648178083401,1.6498772622774993e-05,False,True,True
42,202,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,203,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,204,Normal,0.998086077332969,0.00010939356971392811,2.0937083270312472e-07,False,True,True
42,205,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,206,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,207,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,208,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,209,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,210,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,211,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,212,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,213,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,214,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,215,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,216,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,217,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,218,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,219,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,220,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,221,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,222,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,223,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,224,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,225,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,226,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,227,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,228,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,229,Bot,0.963861695077011,0.006756911885999223,2.134485687210752e-05,False,True,True
42,230,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,231,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,232,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,233,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,234,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,235,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,236,DoS/DDoS,0.9999962823097417,0.0002886252952486734,7.541122171161874e-10,False,True,True
42,237,DoS/DDoS,0.9999857623461885,0.00028939311396203315,2.894953388121735e-09,False,True,True
42,238,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,239,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,240,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,241,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,242,DoS/DDoS,0.42876738016495186,0.01581669041692904,0.0003360804580072596,False,True,True
42,243,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,244,Normal,0.9550456688017457,0.0005646426345075339,9.317916698448059e-06,False,True,True
42,245,Bot,0.9511791550334115,0.01028607643389265,3.9617586116480474e-05,False,True,True
42,246,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,247,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,248,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,249,DoS/DDoS,0.9996929630019333,0.0002893467467620092,1.7515548567104133e-08,False,True,True
42,250,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,251,DoS/DDoS,0.946871673251791,0.0006908934182857374,8.160727072804852e-06,False,True,True
42,252,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,253,Normal,0.9797517374523608,0.0002984377665962157,3.1299156192376998e-06,False,True,True
42,254,Bot,0.9985989081667945,0.0012007042245735233,3.388281295653656e-07,False,True,True
42,255,Brute Force,0.9969152402589959,0.00030413754836175477,1.1673814538453418e-07,False,True,True
42,256,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,257,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,258,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,259,Bot,0.9999321820609264,0.001096202644210842,6.993809243813676e-08,False,True,True
42,260,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,261,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,262,Bot,0.9641613683384654,0.006790321305509883,2.1769894909762222e-05,False,True,True
42,263,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,264,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,265,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,266,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,267,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,268,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,269,Bot,0.8413289411566556,0.021383814303159193,0.00022077729301694937,False,True,True
42,270,Bot,1.0,0.0011178474125454474,0.0,False,True,True
42,271,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,272,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,273,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,274,DoS/DDoS,0.9918223302585638,0.0004429174699563665,4.246188392009742e-07,False,True,True
42,275,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,276,Normal,0.13307560193870754,0.11322179079896444,0.0060191579905795045,False,False,True
42,277,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,278,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,279,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,280,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,281,DoS/DDoS,0.11127100015253666,0.09182113381344165,0.004499144172193881,False,False,True
42,282,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,283,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,284,Bot,0.9536110280623327,0.020133210520566353,0.0003558135112150321,False,True,True
42,285,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,286,DoS/DDoS,0.9968674632905118,0.00025774658511001913,3.3686461176074545e-07,False,True,True
42,287,Bot,0.9900000000000001,0.005984499776816837,2.9922498884227267e-05,False,True,True
42,288,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,289,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,290,DoS/DDoS,0.9255610785226281,0.0015609317994185745,3.337798258734592e-05,False,True,True
42,291,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,292,Normal,0.9865188539354857,0.00010726675206204628,3.3941415999994007e-07,False,True,True
42,293,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,294,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,295,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,296,Brute Force,0.1319113815095127,0.0022006120893051095,0.00011492232438470307,False,True,True
42,297,DoS/DDoS,0.9999857623461885,0.00028939311396203315,2.894953388121735e-09,False,True,True
42,298,Normal,0.9289348452679174,0.0005562347652985078,2.7340682107828383e-06,False,True,True
42,299,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,300,Normal,0.9881613713895991,0.00015227937092399113,8.99872722509229e-08,False,True,True
42,301,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,302,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,303,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,304,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,305,DoS/DDoS,0.9995053815884001,0.0002757684594528187,7.371283298210568e-08,False,True,True
42,306,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,307,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,308,Normal,0.9915471451028914,0.00019386866744636189,8.188030757860787e-07,False,True,True
42,309,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,310,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,311,Normal,0.9941374877283593,0.00022981795785317893,7.192660755007615e-07,False,True,True
42,312,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,313,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,314,Bot,1.0,0.0011178474125454474,0.0,False,True,True
42,315,DoS/DDoS,0.8767966179646037,0.0034479322715147698,3.476470083703387e-05,False,True,True
42,316,Brute Force,0.794296947176627,0.002788119582694898,4.777615920137368e-05,False,True,True
42,317,Bot,0.9410260084978538,0.0040464085842350506,6.626913526784628e-07,False,True,True
42,318,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,319,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,320,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,321,Normal,1.0,0.00013394180798015354,0.0,False,True,True
42,322,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,323,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,324,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,325,Normal,0.9820351659738783,0.0008265427638623202,8.932413527264205e-06,False,True,True
42,326,Normal,0.9962559438040346,0.00014225956846117271,6.774594071660978e-08,False,True,True
42,327,Web Attack,0.7680784679935708,0.0010401331307974826,1.3055262056527184e-05,False,True,True
42,328,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,329,Brute Force,0.9999913849666147,0.0003202269621597198,1.1305506875425138e-09,False,True,True
42,330,DoS/DDoS,0.999964227069754,0.000289719759390239,5.764468025365541e-10,False,True,True
42,331,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,332,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,333,Brute Force,0.5629297140889016,0.0006703847619062842,6.112050512763201e-06,False,True,True
42,334,DoS/DDoS,0.9966486000508752,0.00032194024499968,1.1849541614594727e-07,False,True,True
42,335,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,336,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,337,Brute Force,0.9999550537453661,0.00032346851785378106,1.4538698369508817e-08,False,True,True
42,338,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,339,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,340,Normal,0.9786346039229981,0.0003825035926849907,2.5730960879375916e-06,False,True,True
42,341,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,342,Normal,0.7544529500261756,0.003826879810306494,1.163727270202513e-05,False,True,True
42,343,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,344,DoS/DDoS,1.0,0.0002883011250717493,0.0,False,True,True
42,345,DoS/DDoS,0.9896808889718823,0.00024218292607805503,1.242880647067679e-06,False,True,True
